"user","city","gender","age","asset_year","user_status","earnings","first_trip_m","price_hourly"
18485,"Palmdale","FEMALE",NA,2012,"DELISTED",0,NA,7.5
18486,"Los Angeles","MALE",26,2018,"ACTIVE",11.778,83,5.46
18487,"Los Angeles","FEMALE",NA,2013,"SCHEDULING",0,NA,6.34
18488,"Portland","FEMALE",37,2014,"ACTIVE",570.306,76,5.39
18489,"Washington","MALE",NA,1998,"DELISTED",0,NA,8
18490,"","MALE",26,2004,"DELISTED",245.04,NA,8
18491,"Washington","FEMALE",29,2016,"ACTIVE",691.564,79,6.67
18492,"Oakland","FEMALE",34,2011,"DELISTED",1824.278,43,14
18493,"San Diego","FEMALE",NA,2000,"DELISTED",2.76,NA,14
18494,"","MALE",NA,2007,"DELISTED",0,NA,6
18495,"San Francisco","FEMALE",34,2012,"DELISTED",1370.596,NA,10
18496,"Chicago","MALE",31,2012,"ACTIVE",570.178,67,8.5
18497,"Jersey City","FEMALE",26,2015,"ACTIVE",455.912,80,11.26
18498,"Portland","FEMALE",41,2009,"DELISTED",97.32,NA,8
18499,"Chicago","FEMALE",30,2004,"DELISTED",0,NA,8.5
18500,"San Francisco","FEMALE",NA,2010,"DELISTED",111.6,NA,10
18501,"Seattle","MALE",29,2015,"LIMITED",119.272,79,5.98
18502,"Miami Beach","MALE",NA,2009,"DELISTED",0,NA,10
18503,"Daly City","FEMALE",NA,2011,"DELISTED",0,NA,9
18504,"San Francisco","FEMALE",34,2014,"ACTIVE",5336.814,44,7.05
18505,"San Francisco","FEMALE",32,2012,"DELISTED",101.16,48,12
18506,"San Francisco","FEMALE",NA,2017,"ACTIVE",0,78,5
18507,"New York","MALE",NA,2008,"DELISTED",0,NA,8
18508,"Emeryville","MALE",30,2016,"OFFBOARDING",3579.938,51,5.5
18509,"New York","FEMALE",NA,2003,"DELISTED",0,NA,12
18510,"Washington","MALE",NA,2013,"OFFBOARDING",44.658,70,4.48
18511,"Chicago","MALE",NA,2017,"OFFBOARDING",84.24,67,8
18512,"Alexandria","FEMALE",34,2010,"ACTIVE",132.742,80,4.5
18513,"Van Nuys","FEMALE",32,2012,"ACTIVE",12.142,82,5.34
18514,"Berkeley","FEMALE",NA,2005,"DELISTED",73.124,NA,7.5
18515,"Chicago","MALE",47,2007,"DELISTED",0,NA,8.5
18516,"","MALE",NA,2002,"DELISTED",0,NA,4
18517,"","MALE",NA,2003,"DELISTED",0,NA,10
18518,"San Francisco","FEMALE",NA,2015,"ACTIVE",0,79,5
18519,"Mountain View","MALE",NA,2011,"DELISTED",18,NA,20
18520,"Los Angeles","FEMALE",NA,2018,"ACTIVE",0,83,5
18521,"Chicago","FEMALE",NA,2009,"SCHEDULING",0,NA,8.86
18522,"South San Francisco","MALE",NA,2013,"DELISTED",106.47,NA,13
18523,"Santa Clara","FEMALE",25,2017,"LIMITED",160.276,80,7.58
18524,"San Francisco","MALE",NA,2013,"DELISTED",66.974,NA,9.5
18525,"San Francisco","MALE",32,2015,"DELISTED",1258.11,41,12
18526,"San Francisco","MALE",37,2015,"ACTIVE",2024.938,69,5.87
18527,"San Francisco","MALE",NA,2016,"DELISTED",600.314,50,25
18528,"Washington","MALE",NA,2011,"DELISTED",431.73,41,12
18529,"Washington","MALE",40,2014,"DELISTED",64.32,43,9.5
18530,"Berkeley","MALE",46,2015,"DELISTED",184.568,77,7.26
18531,"San Francisco","MALE",NA,2015,"ACTIVE",1379.92,65,11.27
18532,"Portland","MALE",NA,2002,"DELISTED",0,NA,7.5
18533,"San Francisco","MALE",NA,2003,"DELISTED",169.8,NA,10
18534,"San Francisco","FEMALE",33,2018,"LIMITED",141.59,83,8.72
18535,"Portland","FEMALE",NA,2000,"DELISTED",0,NA,10.5
18536,"San Francisco","MALE",29,2013,"DELISTED",2357.68,52,9
18537,"San Francisco","FEMALE",36,2016,"ACTIVE",1353.854,75,6.46
18538,"Seattle","MALE",25,2010,"ACTIVE",2.076,79,4.59
18539,"San Jose","MALE",NA,2012,"DELISTED",33.36,NA,8
18540,"San Francisco","MALE",33,2016,"SCHEDULING",0,NA,6.69
18541,"Clifton Heights","FEMALE",NA,2000,"DELISTED",0,NA,8
18542,"San Francisco","MALE",23,2016,"DELISTED",1603.874,67,8.5
18543,"San Francisco","MALE",30,2007,"DELISTED",2107.8,42,20
18544,"Oakland","FEMALE",34,2009,"ACTIVE",5467.94,53,8
18545,"San Francisco","FEMALE",30,2014,"DELISTED",18,49,8
18546,"San Francisco","FEMALE",NA,2017,"ONBOARDING",0,NA,5
18547,"Panorama City","MALE",NA,1998,"DELISTED",0,NA,10
18548,"San Francisco","MALE",41,2014,"DELISTED",1084.5,50,9.5
18549,"","MALE",NA,2004,"DELISTED",0,NA,10
18550,"Los Angeles","FEMALE",NA,2018,"ACTIVE",77.332,83,6.92
18551,"Millbrae","MALE",27,2014,"LIMITED",2415,59,4.68
18552,"Portland","FEMALE",45,2004,"DELISTED",626.312,40,5.5
18553,"Berkeley","FEMALE",36,2015,"DELISTED",22.182,44,8.5
18554,"San Francisco","MALE",NA,2011,"DELISTED",182.358,68,5.93
18555,"","MALE",NA,2010,"DELISTED",0,NA,12
18556,"Boston","FEMALE",32,2011,"ACTIVE",213.44,79,4.59
18557,"San Francisco","MALE",33,2013,"DELISTED",552.24,45,23
18558,"New York","MALE",NA,2011,"DELISTED",0,NA,8
18559,"Alexandria","FEMALE",35,2011,"DELISTED",18.36,45,8.5
18560,"San Francisco","FEMALE",22,2014,"DELISTED",82.904,76,7.29
18561,"Evanston","FEMALE",29,2011,"LIMITED",770.4,67,6
18562,"San Francisco","FEMALE",33,2013,"DELISTED",177.33,NA,25
18563,"Castro Valley","MALE",NA,2008,"DELISTED",9.6,NA,10
18564,"Boston","FEMALE",NA,2016,"OFFBOARDING",48.3,68,7.44
18565,"Sharon","MALE",NA,2003,"DELISTED",0,NA,8
18566,"Washington","FEMALE",NA,2010,"DELISTED",19.2,43,8
18567,"San Francisco","MALE",37,2017,"ACTIVE",88.326,83,13
18568,"Washington","MALE",35,2013,"DELISTED",985.558,61,4.41
18569,"Los Angeles","FEMALE",33,2011,"DELISTED",1228.102,59,4.76
18570,"San Francisco","MALE",25,2013,"RESCUING",2272.074,64,7.78
18571,"Philadelphia","FEMALE",NA,2015,"ACTIVE",58.194,84,5.36
18572,"Somerville","FEMALE",NA,2016,"RESCUING",51.606,68,5.86
18573,"San Francisco","MALE",39,2003,"DELISTED",1305.172,41,5
18574,"San Francisco","MALE",48,2014,"DELISTED",236.176,NA,11
18575,"Washington","FEMALE",NA,2011,"DELISTED",105.778,76,4.24
18576,"","MALE",NA,1997,"DELISTED",0,NA,8
18577,"San Francisco","MALE",35,2016,"ACTIVE",2508.954,65,7.24
18578,"Chicago","FEMALE",25,2016,"DELISTED",901.794,65,7.5
18579,"Washington","FEMALE",28,2010,"DELISTED",66.376,42,7.5
18580,"Jersey City","MALE",NA,2013,"ACTIVE",1974.552,74,6.59
18581,"San Francisco","FEMALE",43,2016,"DELISTED",680.7,53,10
18582,"Sunnyvale","MALE",NA,2014,"DELISTED",61.2,NA,10
18583,"Chicago","FEMALE",29,2012,"DELISTED",213.68,45,8.5
18584,"San Francisco","FEMALE",26,2015,"ACTIVE",1481.87,62,5.87
18585,"San Francisco","MALE",24,2011,"ACTIVE",620.35,75,7.52
18586,"Chicago","MALE",27,2012,"DELISTED",115.648,70,5.57
18587,"Philadelphia","MALE",NA,2010,"DELISTED",0,NA,6
18588,"Millbrae","MALE",27,2010,"ACTIVE",661.186,57,10
18589,"Berkeley","MALE",26,2014,"OFFBOARDING",9.9,50,7.5
18590,"San Francisco","FEMALE",60,2011,"LIMITED",3640.11,53,7.79
18591,"San Francisco","FEMALE",31,2005,"DELISTED",295.92,59,9
18592,"","FEMALE",NA,2002,"DELISTED",0,NA,8
18593,"San Diego","FEMALE",NA,2009,"DELISTED",50.4,NA,7.5
18594,"San Francisco","MALE",31,2015,"DELISTED",184.07,74,8.72
18595,"Rockland","MALE",NA,2013,"DELISTED",0,NA,5
18596,"Oakland","MALE",NA,2006,"ACTIVE",0,83,5.72
18597,"Portland","MALE",NA,2009,"DELISTED",0,NA,10
18598,"Portland","FEMALE",39,2007,"DELISTED",382.278,43,5
18599,"Branford","MALE",NA,2010,"DELISTED",0,NA,15
18600,"San Francisco","FEMALE",24,2014,"ACTIVE",455.334,80,5
18601,"Marina Del Rey","FEMALE",28,2012,"ACTIVE",102.772,80,4.74
18602,"Union City","MALE",26,2006,"DELISTED",2.7,NA,7.5
18603,"Philadelphia","MALE",39,2018,"ACTIVE",92.734,82,10.09
18604,"Portland","MALE",43,2015,"DELISTED",30.72,47,8
18605,"San Francisco","FEMALE",31,2010,"DELISTED",101.574,43,9
18606,"Los Angeles","MALE",26,2018,"ACTIVE",0,83,7.13
18607,"San Bruno","FEMALE",NA,2010,"DELISTED",216.11,70,5.21
18608,"Boston","MALE",NA,2015,"DELISTED",435.14,74,9.29
18609,"Seattle","MALE",NA,2013,"DELISTED",79.734,74,5.99
18610,"San Francisco","FEMALE",25,2006,"ACTIVE",530.042,73,5.03
18611,"San Francisco","FEMALE",NA,1997,"DELISTED",75.84,NA,16
18612,"San Francisco","FEMALE",54,2013,"ACTIVE",706.41,71,6.82
18613,"Los Angeles","FEMALE",NA,2009,"DELISTED",0,NA,6
18614,"San Francisco","MALE",27,2015,"ACTIVE",11783.634,51,17.2
18615,"San Francisco","MALE",28,2013,"DELISTED",204.556,52,9.5
18616,"Chicago","FEMALE",27,2016,"ACTIVE",1116.04,61,8
18617,"Chicago","FEMALE",25,2009,"ACTIVE",2081.466,64,4.69
18618,"Oakland","MALE",25,2013,"LIMITED",335.556,76,6.83
18619,"Portland","MALE",35,2016,"SCHEDULING",0,NA,5.32
18620,"San Francisco","FEMALE",NA,2008,"DELISTED",13.08,NA,6
18621,"San Francisco","FEMALE",31,2007,"DELISTED",508.712,NA,7.5
18622,"Boston","MALE",NA,2010,"DELISTED",0,NA,5
18623,"San Francisco","MALE",33,2004,"ACTIVE",10794.836,43,8.9
18624,"San Francisco","FEMALE",NA,2016,"DELISTED",0,71,5
18625,"San Francisco","FEMALE",45,2015,"ACTIVE",0,58,7.22
18626,"San Francisco","FEMALE",50,2015,"ACTIVE",1892.58,63,7
18627,"Hawthorne","FEMALE",NA,2016,"ACTIVE",0,79,5
18628,"","MALE",NA,2012,"DELISTED",159.36,NA,8
18629,"San Francisco","MALE",50,2013,"DELISTED",657.122,NA,9.5
18630,"","MALE",NA,2013,"DELISTED",0,NA,7.5
18631,"","MALE",NA,2010,"DELISTED",0,NA,25
18632,"Los Angeles","MALE",42,2006,"DELISTED",0,NA,8
18633,"Washington","MALE",NA,2014,"ACTIVE",210.104,83,5.96
18634,"San Francisco","FEMALE",NA,2013,"DELISTED",274.62,NA,12
18635,"San Francisco","FEMALE",NA,2018,"ONBOARDING",0,NA,7.5
18636,"Saratoga","MALE",55,2012,"DELISTED",6,NA,25
18637,"San Francisco","FEMALE",45,2015,"ACTIVE",0,58,7.22
18638,"San Diego","MALE",34,2006,"SCHEDULING",0,NA,9.78
18639,"","MALE",NA,2010,"DELISTED",0,NA,20
18640,"Venice","MALE",43,2014,"DELISTED",114.714,75,7.13
18641,"Burlingame","MALE",32,1998,"DELISTED",0,NA,7
18642,"San Francisco","MALE",20,2015,"LIMITED",300.522,79,8
18643,"San Francisco","FEMALE",NA,2016,"DELISTED",0,68,5
18644,"Portland","MALE",48,2005,"DELISTED",32.31,50,8
18645,"Elmhurst","MALE",NA,2010,"DELISTED",0,NA,10
18646,"San Francisco","MALE",32,2006,"DELISTED",81.226,NA,7.5
18647,"Evanston","MALE",NA,2014,"DELISTED",2325.288,64,5.5
18648,"Emeryville","FEMALE",NA,2015,"DELISTED",6874.074,48,9.71
18649,"San Francisco","MALE",32,2011,"DELISTED",791.07,45,18
18650,"San Francisco","MALE",NA,2016,"OFFBOARDING",79.576,73,5.82
18651,"","MALE",NA,2010,"DELISTED",0,NA,7.5
18652,"","MALE",NA,2006,"DELISTED",0,NA,15
18653,"San Francisco","MALE",31,2001,"DELISTED",17.04,NA,8
18654,"San Diego","MALE",NA,2010,"DELISTED",93.3,NA,10
18655,"Claremont","FEMALE",NA,2007,"DELISTED",0,NA,5.5
18656,"Alexandria","MALE",32,2007,"DELISTED",20.52,45,9
18657,"San Francisco","MALE",35,2013,"DELISTED",131.218,52,8.5
18658,"Evanston","MALE",NA,2003,"DELISTED",19.68,NA,10
18659,"San Francisco","MALE",38,2010,"OFFBOARDING",660.12,59,35
18660,"San Francisco","MALE",48,2015,"DELISTED",505.17,NA,9
18661,"Philadelphia","FEMALE",NA,2009,"DELISTED",0,NA,9
18662,"San Francisco","MALE",36,2015,"ACTIVE",2096.548,74,8.11
18663,"Washington","MALE",48,2013,"ACTIVE",1976.096,64,6.49
18664,"Arlington","MALE",26,2014,"DELISTED",123.494,78,4.95
18665,"Portland","MALE",NA,1995,"DELISTED",9.18,NA,4.5
18666,"Los Angeles","FEMALE",NA,2013,"LAUNCHING",0,NA,6.05
18667,"Beaverton","MALE",NA,2013,"DELISTED",0,NA,10
18668,"San Francisco","FEMALE",39,2017,"LIMITED",774.118,75,10.05
18669,"Los Angeles","FEMALE",NA,2006,"ACTIVE",127.608,84,5.28
18670,"","FEMALE",NA,2012,"DELISTED",0,NA,8.5
18671,"San Francisco","MALE",NA,2013,"ACTIVE",2701.718,49,5.87
18672,"San Francisco","FEMALE",31,2013,"DELISTED",195.318,67,9
18673,"Portland","FEMALE",43,2005,"DELISTED",122.16,NA,7
18674,"","MALE",NA,2011,"DELISTED",0,NA,7.5
18675,"Burlingame","FEMALE",NA,2018,"ACTIVE",0,81,6.83
18676,"San Diego","FEMALE",NA,2018,"ACTIVE",38.866,82,11.94
18677,"Chicago","FEMALE",NA,2010,"DELISTED",60.84,44,12
18678,"San Francisco","MALE",37,2018,"DELISTED",3795.864,67,19
18679,"San Francisco","MALE",33,1998,"DELISTED",1003.05,51,7
18680,"San Francisco","FEMALE",27,2005,"DELISTED",1645.048,49,6
18681,"Portland","MALE",38,2009,"DELISTED",147.428,79,9.5
18682,"Washington","MALE",29,2011,"ACTIVE",132.278,79,4.42
18683,"San Francisco","MALE",41,2009,"ACTIVE",5999.644,41,4
18684,"Portland","FEMALE",NA,2005,"DELISTED",0,NA,8
18685,"Santa Clara","MALE",44,2012,"SCHEDULING",0,NA,5.2
18686,"Evanston","MALE",32,2006,"ACTIVE",2594.208,67,4.33
18687,"San Francisco","FEMALE",32,2013,"DELISTED",2037.214,50,7
18688,"Santa Monica","FEMALE",NA,2015,"ACTIVE",250.43,80,6.78
18689,"Hackensack","FEMALE",36,2016,"ACTIVE",106.574,84,5.98
18690,"Chicago","MALE",33,2012,"DELISTED",94.08,44,7.5
18691,"Los Angeles","MALE",NA,2009,"DELISTED",0,NA,8
18692,"San Francisco","FEMALE",NA,2018,"ONBOARDING",0,NA,7.5
18693,"San Francisco","FEMALE",34,2009,"DELISTED",5058.06,47,18
18694,"San Francisco","MALE",32,2011,"DELISTED",0,NA,10
18695,"Emeryville","MALE",NA,2003,"DELISTED",56.16,NA,9
18696,"San Francisco","MALE",62,2012,"DELISTED",92.76,41,8.5
18697,"","MALE",NA,1992,"DELISTED",0,NA,8
18698,"Portland","FEMALE",31,2016,"ACTIVE",107.012,79,5.56
18699,"Portland","FEMALE",NA,2008,"DELISTED",0,NA,6
18700,"San Francisco","FEMALE",39,2012,"LIMITED",3164.458,58,5.87
18701,"Allston","MALE",31,2014,"DELISTED",349.994,72,8.76
18702,"West Chester","MALE",NA,2004,"DELISTED",0,NA,20
18703,"San Francisco","FEMALE",NA,2018,"ONBOARDING",0,NA,7.5
18704,"Jersey City","MALE",31,2013,"DELISTED",819.622,76,9.36
18705,"Portland","FEMALE",30,2004,"DELISTED",2.04,NA,8.5
18706,"San Francisco","MALE",28,2015,"DELISTED",2814.6,47,14
18707,"San Francisco","MALE",30,2014,"SCHEDULING",0,NA,9.68
18708,"La Canada Flintridge","MALE",NA,2006,"DELISTED",175.2,NA,18
18709,"San Francisco","MALE",34,2004,"DELISTED",120.6,NA,12
18710,"San Francisco","MALE",NA,2017,"SCHEDULING",0,NA,10.1
18711,"South San Francisco","MALE",37,2014,"ACTIVE",453.45,47,25
18712,"Chicago","FEMALE",44,2014,"DELISTED",5634.57,45,18
18713,"Emeryville","MALE",31,2011,"OFFBOARDING",424.318,NA,8.75
18714,"San Francisco","MALE",NA,2011,"RESCUING",1183.504,75,7.23
18715,"Washington","MALE",NA,2011,"OFFBOARDING",422.31,73,4.65
18716,"Boston","FEMALE",46,2014,"ACTIVE",171.252,78,5.94
18717,"San Francisco","MALE",NA,2009,"DELISTED",2461.654,41,8.75
18718,"San Francisco","FEMALE",23,2015,"DELISTED",175.95,67,8.5
18719,"San Francisco","MALE",35,2011,"LIMITED",1447.02,57,10
18720,"Chicago","FEMALE",43,2015,"DELISTED",320.53,53,8.5
18721,"San Francisco","MALE",49,2015,"DELISTED",257.586,48,10
18722,"Washington","FEMALE",33,2008,"DELISTED",655.83,40,7
18723,"Washington","FEMALE",34,2018,"ACTIVE",171.274,84,7.43
18724,"Hercules","FEMALE",32,2009,"DELISTED",111.24,NA,12
18725,"Philadelphia","FEMALE",NA,2018,"LIMITED",0,79,5
18726,"San Francisco","FEMALE",28,2007,"DELISTED",1896.058,41,6.5
18727,"Sunnyvale","FEMALE",39,2017,"LIMITED",156.684,78,9.63
18728,"Millbrae","MALE",27,2014,"ACTIVE",1294.944,63,5
18729,"San Francisco","FEMALE",NA,2009,"DELISTED",0,NA,20
18730,"","MALE",NA,2005,"DELISTED",0,NA,12
18731,"","MALE",NA,2006,"DELISTED",0,NA,15
18732,"","MALE",NA,2010,"DELISTED",0,NA,5
18733,"Washington","FEMALE",29,2008,"ACTIVE",2277.882,63,4.42
18734,"Portland","MALE",39,2009,"ACTIVE",1884.152,63,4.65
18735,"Lawndale","FEMALE",NA,2017,"ACTIVE",0,78,5
18736,"Hackensack","FEMALE",36,2017,"ACTIVE",51.894,84,7.4
18737,"Milpitas","FEMALE",NA,1998,"DELISTED",0,NA,25
18738,"","MALE",NA,2013,"DELISTED",0,NA,7.5
18739,"Santa Clara","MALE",35,2012,"DELISTED",27,NA,7.5
18740,"Santa Monica","FEMALE",NA,2007,"DELISTED",0,NA,7.5
18741,"San Francisco","FEMALE",35,2006,"DELISTED",1960.65,NA,9
18742,"Washington","FEMALE",45,2013,"ACTIVE",0,58,5.36
18743,"San Francisco","MALE",NA,2017,"DELISTED",349.86,66,14
18744,"","MALE",NA,2012,"DELISTED",0,NA,10
18745,"Los Angeles","FEMALE",NA,2017,"ACTIVE",11.472,79,15.04
18746,"Fremont","MALE",NA,2012,"DELISTED",205.92,NA,8
18747,"Chicago","FEMALE",31,2009,"DELISTED",555.732,57,4.44
18748,"","MALE",NA,2005,"DELISTED",0,NA,14
18749,"San Francisco","FEMALE",NA,2011,"ACTIVE",1233.022,58,6.5
18750,"San Francisco","MALE",38,2013,"LIMITED",2150.01,52,9
18751,"Redwood City","MALE",NA,2013,"ACTIVE",2763.754,51,6.26
18752,"San Francisco","MALE",32,2015,"ACTIVE",348.816,78,6.31
18753,"San Francisco","FEMALE",33,2011,"DELISTED",90.736,70,5.92
18754,"Culver City","MALE",NA,2007,"ACTIVE",163.25,79,4.74
18755,"Chicago","MALE",NA,2011,"OFFBOARDING",607.916,46,8.5
18756,"Portland","FEMALE",NA,2005,"DELISTED",0,NA,6.5
18757,"Mountain View","MALE",NA,1997,"DELISTED",0,NA,8
18758,"San Mateo","MALE",NA,2008,"DELISTED",93.48,NA,15
18759,"San Francisco","MALE",49,2012,"DELISTED",962.7,41,10
18760,"Washington","MALE",NA,2013,"OFFBOARDING",748.54,73,4.42
18761,"San Francisco","MALE",23,2012,"SCHEDULING",0,NA,5.87
18762,"San Diego","FEMALE",38,2018,"ONBOARDING",0,NA,10.18
18763,"Chicago","FEMALE",NA,2017,"DELISTED",651.868,76,5.75
18764,"Portland","MALE",40,2006,"DELISTED",0,NA,25
18765,"San Francisco","MALE",38,2013,"DELISTED",3896.386,45,6.47
18766,"Seattle","FEMALE",NA,2008,"ACTIVE",147.962,80,8.25
18767,"San Francisco","MALE",29,2008,"DELISTED",729.684,42,7.75
18768,"Portland","FEMALE",NA,2012,"DELISTED",0,45,12
18769,"Portland","FEMALE",NA,2002,"DELISTED",0,NA,8
18770,"Portland","FEMALE",NA,2007,"DELISTED",789.84,NA,8
18771,"San Francisco","MALE",30,2012,"DELISTED",37.23,NA,8.5
18772,"Mountain View","FEMALE",NA,2011,"RESCUING",324.27,81,7.53
18773,"Portland","FEMALE",29,2013,"DELISTED",375.3,41,9
18774,"","FEMALE",NA,2003,"DELISTED",19.2,NA,8
18775,"Los Angeles","MALE",21,2017,"LIMITED",164.81,82,10.42
18776,"Washington","MALE",36,2008,"SCHEDULING",0,NA,4.48
18777,"La Jolla","FEMALE",27,2018,"ACTIVE",187.1,82,9.27
18778,"San Francisco","FEMALE",NA,2007,"DELISTED",455.46,NA,3
18779,"San Francisco","FEMALE",NA,2013,"DELISTED",0,NA,25
18780,"San Francisco","MALE",29,2005,"DELISTED",926.97,40,10
18781,"Portland","MALE",50,2005,"DELISTED",3925.25,53,5.8
18782,"","MALE",NA,2000,"DELISTED",0,NA,8
18783,"San Francisco","FEMALE",27,2017,"ACTIVE",1144.62,72,11
18784,"Los Angeles","FEMALE",NA,2015,"LIMITED",0,82,5
18785,"Chicago","MALE",37,2013,"DELISTED",31.44,51,9
18786,"San Francisco","MALE",39,2005,"OFFBOARDING",2280.426,44,8.5
18787,"Oakland","FEMALE",28,2013,"DELISTED",1428.456,53,5.87
18788,"San Francisco","MALE",28,2012,"DELISTED",1735.148,53,8
18789,"Mission Viejo","FEMALE",NA,2009,"DELISTED",223.92,NA,16
18790,"San Francisco","MALE",NA,2013,"DELISTED",2164.5,NA,50
18791,"Santa Clara","MALE",NA,2018,"ACTIVE",364,79,7.68
18792,"Chicago","MALE",28,2008,"ACTIVE",1093.166,69,4.69
18793,"Hackensack","FEMALE",36,2016,"ACTIVE",49.492,84,4.91
18794,"San Francisco","FEMALE",35,2012,"DELISTED",511.366,42,8.75
18795,"Washington","MALE",29,2013,"ACTIVE",4692.266,61,7.81
18796,"Emeryville","MALE",64,2007,"DELISTED",944.038,42,6.5
18797,"Oakland","FEMALE",NA,2013,"DELISTED",14.4,54,7.5
18798,"San Francisco","FEMALE",NA,2018,"ONBOARDING",0,NA,7.5
18799,"","MALE",NA,2012,"DELISTED",0,NA,8
18800,"San Francisco","MALE",NA,2008,"DELISTED",111.554,NA,12
18801,"San Francisco","FEMALE",41,2016,"DELISTED",40.5,53,9
18802,"Granada Hills","MALE",NA,2002,"DELISTED",0,NA,16
18803,"Jersey City","MALE",43,2014,"ACTIVE",404.75,81,10.41
18804,"San Francisco","FEMALE",27,2012,"LIMITED",183.12,80,8.35
18805,"Washington","FEMALE",46,2008,"ACTIVE",3939.302,56,6
18806,"San Francisco","MALE",NA,2014,"ACTIVE",311.86,50,7.5
18807,"San Francisco","MALE",39,2014,"LIMITED",3998.88,47,8.37
18808,"Los Angeles","FEMALE",NA,2017,"SCHEDULING",0,NA,13.54
18809,"San Jose","MALE",37,2010,"DELISTED",0,NA,10
18810,"San Francisco","FEMALE",28,2011,"LIMITED",1643.176,72,5.87
18811,"San Francisco","MALE",28,2012,"DELISTED",627.3,47,7
18812,"Boston","FEMALE",45,2015,"ACTIVE",0,58,6.39
18813,"San Francisco","MALE",30,2013,"LIMITED",89.876,82,5.82
18814,"Los Angeles","MALE",NA,2013,"DELISTED",0,NA,25
18815,"Pleasant Hill","FEMALE",34,1998,"DELISTED",40.86,NA,3
18816,"Washington","FEMALE",NA,2018,"LIMITED",0,84,5
18817,"Jersey City","MALE",NA,2018,"DELISTED",22.58,71,9.64
18818,"Sunnyvale","MALE",NA,2013,"DELISTED",201.12,NA,16
18819,"Chicago","FEMALE",48,2011,"DELISTED",28.8,45,10
18820,"San Francisco","MALE",55,2014,"DELISTED",22.77,NA,20
18821,"San Francisco","MALE",39,2007,"SCHEDULING",0,NA,5.82
18822,"Chicago","MALE",NA,2009,"DELISTED",4.05,48,9
18823,"New York","MALE",NA,1989,"DELISTED",0,NA,9
18824,"San Francisco","MALE",32,2009,"DELISTED",104.446,NA,11
18825,"San Francisco","FEMALE",34,2006,"DELISTED",895.052,73,5.85
18826,"","FEMALE",NA,2013,"DELISTED",0,NA,12
18827,"Emeryville","FEMALE",NA,2012,"OFFBOARDING",79.262,63,8.5
18828,"Cambridge","FEMALE",NA,2011,"LIMITED",871.498,78,4.47
18829,"San Francisco","FEMALE",33,2005,"ACTIVE",1488.916,76,6.49
18830,"Boston","FEMALE",45,2016,"ACTIVE",0,58,4.96
18831,"Brookline","MALE",28,2016,"DELISTED",1542.486,63,7.95
18832,"Emeryville","MALE",NA,2006,"DELISTED",55.8,NA,20
18833,"","FEMALE",NA,2004,"DELISTED",0,NA,10
18834,"Mountain View","MALE",NA,2014,"DELISTED",164.16,NA,4
18835,"San Francisco","MALE",26,2010,"DELISTED",1966.41,41,22.5
18836,"San Francisco","MALE",28,2008,"DELISTED",0,NA,7.5
18837,"Los Angeles","FEMALE",39,2012,"ACTIVE",79.274,81,4.74
18838,"San Diego","FEMALE",NA,2016,"ACTIVE",0,82,5
18839,"Chicago","FEMALE",31,2015,"ACTIVE",486.534,68,5.22
18840,"San Francisco","FEMALE",35,2008,"DELISTED",82.35,NA,17
18841,"","MALE",NA,1996,"DELISTED",0,NA,8
18842,"Chicago","FEMALE",25,2013,"DELISTED",37.336,79,4.58
18843,"San Francisco","MALE",33,2015,"OFFBOARDING",59.7,48,10
18844,"San Francisco","MALE",37,2012,"DELISTED",1727.7,53,15
18845,"San Francisco","FEMALE",31,2008,"DELISTED",78.48,42,10
18846,"La Jolla","FEMALE",NA,2018,"ACTIVE",0,78,5
18847,"Oakland","FEMALE",26,2002,"DELISTED",297.72,NA,6
18848,"Beverly Hills","MALE",NA,2014,"DELISTED",0,NA,18
18849,"Chicago","FEMALE",28,2014,"DELISTED",72.27,53,11
18850,"San Francisco","MALE",37,2001,"DELISTED",0,NA,25
18851,"Elmwood Park","FEMALE",NA,2012,"DELISTED",0,NA,8
18852,"San Francisco","FEMALE",35,2017,"ACTIVE",1228.08,63,12
18853,"Los Angeles","FEMALE",44,2016,"ACTIVE",133.2,83,5.96
18854,"Portland","MALE",40,2009,"DELISTED",145.74,49,7
18855,"Chicago","MALE",NA,2017,"DELISTED",14.28,68,8.5
18856,"Washington","FEMALE",44,2013,"OFFBOARDING",561.076,77,5.53
18857,"Seattle","FEMALE",NA,2007,"ACTIVE",366.004,79,4.74
18858,"San Francisco","MALE",29,2012,"DELISTED",114.748,NA,9.5
18859,"San Francisco","FEMALE",NA,2015,"DELISTED",0,72,5
18860,"New York","FEMALE",30,2012,"DELISTED",0,NA,25
18861,"Portland","FEMALE",NA,2004,"DELISTED",0,NA,7
18862,"San Francisco","FEMALE",24,2007,"ACTIVE",859.262,78,5
18863,"San Francisco","FEMALE",NA,2016,"ONBOARDING",0,NA,7.5
18864,"","MALE",NA,2014,"DELISTED",0,NA,10
18865,"Los Angeles","MALE",44,2017,"ACTIVE",608.93,78,8.39
18866,"San Francisco","FEMALE",NA,2007,"DELISTED",0,NA,7.5
18867,"Chicago","FEMALE",NA,2011,"SCHEDULING",0,NA,4.57
18868,"Emeryville","MALE",31,2013,"RESCUING",938.816,73,6.17
18869,"San Francisco","MALE",38,2010,"DELISTED",305.876,46,8.5
18870,"San Francisco","MALE",30,2013,"DELISTED",416.13,41,18
18871,"San Francisco","FEMALE",NA,2016,"ONBOARDING",0,NA,7.5
